folder_name,type,latitude,longitude,n_images,selected_image_filename,selection_confidence,selection_reason,recommendation_pt,accessibility_for_people_with_disabilities_pct,pedestrian_safety_and_proximity_to_traffic_pct,weather_protection_and_overall_comfort_pct,final_quality_pct,accessibility_for_people_with_disabilities_notes,area_accessibility_description,cleanliness_and_maintenance_issues,lighting_and_visibility_issues,pedestrian_safety_and_proximity_to_traffic_notes,poi_description,shelter_and_seating_issues,weather_protection_and_overall_comfort_notes
bus_41.190320_-8.613024,bus,41.19032,-8.613024,4,41.190320_-8.613024_117_street.png,0.6,"Image 1 shows a road running parallel to train tracks with overhead wires, which are indicative of a rail-based public transport system. There is also a sidewalk and some infrastructure that could be related to a stop or access point, though no clear signage or shelter is visible. The other images do not show any clear public transport stop or access point.",Instalar um abrigo com painéis laterais em vidro/materiais transparentes e bancos para conforto dos passageiros. Reforçar a iluminação junto ao ponto de espera. Melhorar o passeio com rebaixamento e pavimento adequado para cadeiras de rodas e pavimento tátil. Implementar barreiras físicas baixas entre passeio e via para maior segurança pedonal. Limpar e reparar as paredes envolventes para melhorar o ambiente urbano.,36.26943005181347,33.54922279792746,47.75474956822107,39.191134139320674,,,,,,,,
bus_41.190331_-8.613304,bus,41.190331,-8.613304,4,41.190331_-8.613304_193_street.png,0.8,"Image [2] shows a building with a clock and traditional tilework, which is characteristic of a train station or public transport access point in Portugal. The presence of the clock and the proximity to railway tracks in the background strongly suggest this is the public transport stop.","Instalar um abrigo com painéis laterais de vidro e bancos para conforto dos passageiros. Adicionar iluminação dedicada sob o abrigo para melhorar a visibilidade noturna. Implementar pavimento tátil e, se possível, rebaixar parte do passeio para facilitar o acesso a pessoas com mobilidade reduzida.",85.70811744386873,91.79620034542314,55.09499136442142,77.53310305123776,,,,,,,,
bus_41.190341_-8.661045,bus,41.190341,-8.661045,4,41.190341_-8.661045_165_street.png,0.98,"Image [1] clearly shows the public transport stop shelter, including seating and people waiting, as well as partial signage. This is the most direct and unambiguous depiction of the access point among the options.",Melhorar a acessibilidade para pessoas com mobilidade reduzida com a implementação de rampas e pavimento tátil. Reforçar a iluminação no interior do abrigo para maior segurança e conforto à noite. Avaliar necessidade de painéis laterais adicionais para melhor proteção contra vento e chuva. Instalar sinalização clara para travessia de peões junto à paragem.,73.18652849740933,77.46113989637306,96.45941278065632,82.36902705814623,,,,,,,,
bus_41.190433_-8.655447,bus,41.190433,-8.655447,4,41.190433_-8.655447_294_street.png,0.85,"Image [3] shows a public transport stop sign on a pole next to the tram tracks, which is a clear indicator of a public transport access point. The other images do not show any clear stop signage or shelter.","Instalar abrigo com painéis laterais transparentes e bancos para conforto dos passageiros. Implementar acesso rebaixado ou rampa para garantir acessibilidade universal. Adicionar ou reforçar a iluminação pública próxima da paragem e, se possível, iluminação dedicada no abrigo. Pintar ou instalar uma passadeira próxima para atravessamento seguro dos peões.",36.26943005181347,56.69257340241797,47.75474956822107,46.90558434081751,,,,,,,,
bus_41.190498_-8.662188,bus,41.190498,-8.662188,4,41.190498_-8.662188_357_street.png,0.98,"Image 3 clearly shows a public transport stop pole with signage on the left side of the street, making it the best depiction of the access point among the options.",Instalar abrigo com painéis laterais para proteção contra intempéries e adicionar bancos/assentos. Implementar iluminação dedicada sob o abrigo para maior segurança à noite. Garantir acessibilidade com rampa rebaixada e pavimento tátil junto à paragem. Sinalizar e criar passadeira próxima para facilitar a travessia pedonal em segurança.,56.95164075993091,56.69257340241797,29.10189982728843,47.58203799654577,,,,,,,,
bus_41.190501_-8.611854,bus,41.190501,-8.611854,4,41.190501_-8.611854_012_street.png,0.98,"Image 0 clearly shows a bus stop pole/sign on the left side of the street, making it the only image that directly depicts the public transport stop/access point.",Instalar abrigo com bancos e painéis laterais para proteção contra chuva e vento. Adicionar rampa de acesso e pavimento tátil para melhorar acessibilidade a pessoas com mobilidade reduzida. Considerar iluminação dedicada na paragem para maior segurança noturna. Instalar uma barreira física baixa junto à estrada para maior separação entre os passageiros e os veículos.,56.95164075993091,56.69257340241797,47.75474956822107,53.79965457685665,,,,,,,,
bus_41.190506_-8.611939,bus,41.190506,-8.611939,4,41.190506_-8.611939_012_street.png,0.98,"Image 0 clearly shows a bus stop pole with a sign on the left side of the street, making it the only image that directly depicts the public transport stop/access point.","Instalar um abrigo com painéis laterais para proteção contra chuva e vento. Adicionar bancos para maior conforto dos utentes. Implementar rebaixamento de passeio e pavimento tátil para melhorar acessibilidade a pessoas com mobilidade reduzida. Reforçar a iluminação pública caso seja insuficiente no local da paragem, e considerar iluminação dedicada sob o futuro abrigo.",56.95164075993091,77.46113989637306,47.75474956822107,60.72251007484167,,,,,,,,
bus_41.190518_-8.704006,bus,41.190518,-8.704006,4,41.190518_-8.704006_357_street.png,0.98,"This image clearly shows a public transport stop shelter with seating and signage, making it the most definitive depiction of the access point among the options.",Adicionar ou melhorar painéis laterais de proteção contra vento e chuva no abrigo. Garantir rampa adequada e piso tátil para acessibilidade. Melhorar a iluminação direta no abrigo para aumentar a segurança noturna. Rever o estacionamento junto ao passeio para evitar obstrução da passagem de peões.,73.18652849740933,77.46113989637306,96.45941278065632,82.36902705814623,,,,,,,,
bus_41.190557_-8.606102,bus,41.190557,-8.606102,4,41.190557_-8.606102_027_street.png,0.95,"Image 0 clearly shows a public transport stop sign on the right side of the image, next to the sidewalk, making it the best depiction of the access point among the options.","Instalar abrigo com proteção lateral e assento. Remover ou podar a vegetação que invade o passeio. Garantir rebaixamento de lancil acessível e/ou rampa. Implementar pavimento tátil e sinalética acessível. Caso não exista iluminação pública próxima, instalar poste de iluminação ou reparar o existente.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.190565_-8.660314,bus,41.190565,-8.660314,4,41.190565_-8.660314_340_street.png,1.0,"Image 3 clearly shows a public transport stop shelter with a bench and route information, making it the most definitive depiction of the access point.",Adicionar rampas e piso tátil para melhorar a acessibilidade a pessoas com mobilidade reduzida. Instalar iluminação dedicada dentro do abrigo para aumentar a segurança e visibilidade à noite. Considerar reforçar os painéis laterais para maior proteção contra vento e chuva. Melhorar o banco com versão mais confortável e acessível.,73.18652849740933,91.79620034542314,86.96027633851469,83.98100172711572,,,,,,,,
bus_41.190601_-8.606368,bus,41.190601,-8.606368,4,41.190601_-8.606368_208_street.png,1.0,"Image 2 clearly shows a public transport stop with a shelter and bench, making it the only image that directly depicts the access point.","Instalar painéis laterais transparentes na paragem para melhorar a proteção contra o vento e a chuva. Colocar pavimento tátil direcional e de alerta para facilitar o acesso a pessoas com deficiência visual. Avaliar e reforçar a iluminação pública nas imediações, ou instalar iluminação dedicada na paragem. Rever a largura do passeio e adicionar barreiras físicas baixas para maior segurança dos peões.",73.18652849740933,56.69257340241797,61.61485319516407,63.83131836499712,,,,,,,,
bus_41.190605_-8.701432,bus,41.190605,-8.701432,4,41.190605_-8.701432_266_street.png,1.0,"Image 2 clearly shows a public transport stop with a shelter, bench, and signage, making it the most definitive depiction of the access point among the options.",Adicionar painel lateral de proteção contra vento e chuva no abrigo. Instalar iluminação dedicada no interior ou debaixo do abrigo para maior segurança à noite. Considerar alargamento do passeio ou criação de barreira física entre abrigo e estrada para maior proteção de peões. Melhorar acessibilidade com aplicação de pavimento tátil e rampas onde necessário.,85.70811744386873,56.69257340241797,86.96027633851469,76.45365572826712,,,,,,,,
bus_41.190752_-8.648408,bus,41.190752,-8.648408,4,41.190752_-8.648408_173_street.png,0.4,"None of the images clearly show a public transport stop or access point. Image 1 is the best candidate as it shows a street view with a bus-like vehicle, which could potentially be near a stop, but no clear signage or stop infrastructure is visible.",Instalar abrigo com painéis laterais e cobertura para proteger do tempo; colocar assento confortável e acessível; criar rampas de acessibilidade e corrigir o passeio para permitir passagem de cadeiras de rodas; sinalizar e criar passadeira próxima para segurança de peões; reforçar limpeza e manutenção; avaliar melhoria da iluminação ou inclusão de luz no abrigo.,15.67357512953368,14.248704663212436,29.10189982728843,19.67472654001152,,,,,,,,
bus_41.190815_-8.652650,bus,41.190815,-8.65265,4,41.190815_-8.652650_242_street.png,1.0,"Image 2 clearly shows a bus stop shelter, a bus stop pole, and people waiting, making it the only image that directly depicts the public transport stop/access point.","Instalar painéis laterais em vidro ou policarbonato para aumentar a proteção contra vento e chuva. Melhorar a limpeza e manutenção regular do abrigo e passeio envolvente. Reforçar a acessibilidade com pavimento tátil, rampas e alargamento do passeio. Adicionar iluminação pública junto ao ponto de paragem ou no interior do abrigo para maior segurança à noite. Implementar barreira física ou maior afastamento relativamente à faixa de rodagem.",36.26943005181347,33.54922279792746,72.9706390328152,47.59643062751872,,,,,,,,
bus_41.190948_-8.626204,bus,41.190948,-8.626204,4,41.190948_-8.626204_079_street.png,0.7,"Image 0 shows a pole with a sign on the left side of the road, which is likely a public transport stop sign. The other images do not show any clear public transport stop or access point.",Instalar um abrigo com bancos e painéis laterais para proteção contra o clima. Alargar o passeio e criar acessos rebaixados e pavimento tátil para acessibilidade universal. Implementar separadores físicos entre passeio e estrada para maior segurança pedonal. Garantir iluminação adequada no próprio ponto de paragem.,15.67357512953368,14.248704663212436,7.901554404145078,12.607944732297064,,,,,,,,
bus_41.190995_-8.629367,bus,41.190995,-8.629367,4,41.190995_-8.629367_146_street.png,0.7,"Image 1 shows a pole with a sign next to the sidewalk, which is a common indicator of a public transport stop. The other images do not show any clear public transport stop or access point.",Instalar abrigo com bancos e painéis laterais transparentes para proteção contra as intempéries. Melhorar a acessibilidade com rampa e pavimento tátil no passeio. Implementar passagem de peões sinalizada próxima do ponto. Reforçar iluminação pública na área da paragem para maior segurança à noite.,36.26943005181347,33.54922279792746,7.901554404145078,25.90673575129534,,,,,,,,
bus_41.191047_-8.629533,bus,41.191047,-8.629533,4,41.191047_-8.629533_331_street.png,0.95,"Image 3 clearly shows a bus stop pole with signage next to the sidewalk, which is a clear indicator of a public transport stop/access point. The other images do not show any obvious public transport stop features.","Instalar um abrigo com painéis laterais transparentes e bancos para conforto e proteção dos utilizadores. Melhorar as condições de acessibilidade com rampas ou rebaixamentos no passeio. Garantir que a iluminação pública se encontra funcional e considerar a adição de luzes dentro do abrigo. Sinalizar e proteger melhor a zona de espera, evitando o estacionamento de veículos junto à paragem.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.191063_-8.668560,bus,41.191063,-8.66856,4,41.191063_-8.668560_322_street.png,0.95,"Image 3 clearly shows a bus at a bus stop, with a visible bus stop sign and shelter, making it the best depiction of the public transport access point.",Instalar abrigo com painéis laterais transparentes e assentos; melhorar a acessibilidade com rampas e pavimento tátil; instalar sinalização de atravessamento pedonal perto da paragem; adicionar iluminação dedicada sob o abrigo; garantir espaço amplo no passeio para circulação segura.,56.95164075993091,33.54922279792746,47.75474956822107,46.08520437535981,,,,,,,,
bus_41.191063_-8.703614,bus,41.191063,-8.703614,4,41.191063_-8.703614_267_street.png,0.85,"Image [2] shows a blue public transport stop pole/sign on the left side of the street, which is a clear indicator of a public transport access point. The other images do not show any clear public transport stop features.",Instalar um abrigo com cobertura e painéis laterais transparentes. Adicionar bancos resistentes para conforto. Garantir acessibilidade com rampas e espaço livre no passeio. Marcar uma passadeira próxima e instalar sinalização para redução da velocidade dos veículos. Avaliar a instalação de iluminação pública adequada na zona da paragem.,36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.191082_-8.611626,bus,41.191082,-8.611626,4,41.191082_-8.611626_101_street.png,1.0,"Image 1 clearly shows a public transport stop with a shelter, signage, and timetable, making it the most definitive depiction of the access point among the options.","Adicionar painéis laterais transparentes para proteção contra o vento e chuva. Instalar iluminação dentro ou sob o abrigo para aumentar a segurança noturna. Melhorar o banco, acrescentando encosto e espaço acessível para cadeiras de rodas. Sinalizar uma passadeira próxima e/ou colocar uma barreira de proteção entre o abrigo e a estrada.",56.95164075993091,56.69257340241797,61.61485319516407,58.41968911917098,,,,,,,,
bus_41.191085_-8.611679,bus,41.191085,-8.611679,4,41.191085_-8.611679_101_street.png,1.0,"Image 1 clearly shows a public transport stop with a shelter, bench, and signage, making it the most definitive depiction of the access point among the options.",Adicionar rampa de acesso e pavimento tátil para melhorar acessibilidade. Instalar painéis laterais transparentes para proteção contra vento e chuva. Melhorar a iluminação do abrigo com luz dedicada sob a cobertura. Considerar a instalação de banco com encosto e apoio de braços para maior conforto.,36.26943005181347,77.46113989637306,61.61485319516407,58.44847438111688,,,,,,,,
bus_41.191089_-8.627505,bus,41.191089,-8.627505,4,41.191089_-8.627505_006_street.png,1.0,"This image clearly shows a bus stop shelter with a bench and posted information, which is a definitive public transport stop/access point. The other images do not show any clear public transport stop or access point.","1. Instalar ou reparar iluminação pública próxima ao abrigo e considerar iluminação interna dedicada no abrigo.
2. Reduzir/limpar a vegetação para garantir acesso total e maior visibilidade e segurança.
3. Melhorar o acesso para pessoas com mobilidade reduzida: instalar rampa e/ou rebaixamento de passeio.
4. Reforçar a manutenção regular da área envolvente e do abrigo.
5. Considerar aumentar a barreira física ou instalar corrimão entre a estrada e o passeio para maior segurança dos peões.",56.95164075993091,56.69257340241797,72.9706390328152,62.20495106505469,,,,,,,,
bus_41.191091_-8.667528,bus,41.191091,-8.667528,4,41.191091_-8.667528_065_street.png,1.0,"This image clearly shows a public transport stop pole with a sign on the right side of the street, making it the only image that directly depicts the access point.",Instalar um abrigo com cobertura e painéis laterais transparentes para proteção contra chuva e vento. Adicionar bancos para maior conforto dos utilizadores. Melhorar a acessibilidade com rampas suaves e pavimento tátil. Colocar iluminação dedicada sob o abrigo para melhor visibilidade à noite. Implementar barreiras físicas baixas ou balizadores entre o passeio e a estrada para aumentar a segurança dos peões.,56.95164075993091,56.69257340241797,47.75474956822107,53.79965457685665,,,,,,,,
bus_41.191096_-8.677154,bus,41.191096,-8.677154,4,41.191096_-8.677154_154_street.png,0.98,"Image [1] clearly shows a public transport stop pole with signage, making it the most definitive depiction of the access point among the options.","Instalar abrigo com painéis laterais transparentes para melhor proteção contra vento e chuva. Adicionar bancos para maior conforto dos passageiros. Alargar o passeio na zona da paragem para garantir acessibilidade a pessoas com mobilidade reduzida. Implementar uma rampa de acesso e pavimento tátil. Melhorar a iluminação direta na paragem, por exemplo com um foco LED sob o abrigo.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.191102_-8.667810,bus,41.191102,-8.66781,4,41.191102_-8.667810_334_street.png,0.98,"Image 3 clearly shows a public transport stop pole/sign next to the sidewalk, with a person standing nearby, making it the best depiction of the access point.","Instalar um abrigo com painéis laterais de vidro e iluminação integrada no ponto. Colocar um banco para espera confortável. Sinalizar e rebaixar o passeio adequadamente, incluindo pavimento tátil para acessibilidade. Colocar marcas ou barreiras físicas para evitar estacionamento no passeio e aumentar a proteção dos peões. Considerar criação de passadeira próxima.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.191115_-8.668761,bus,41.191115,-8.668761,4,41.191115_-8.668761_144_street.png,1.0,"This image clearly shows a bus stop shelter and a bus, making it the only image that directly depicts the public transport stop/access point.","Melhorar a acessibilidade com rampas rebaixadas e alargamento pontual do passeio. Instalar iluminação dedicada no interior do abrigo. Acrescentar ou reparar painéis laterais para melhor proteção contra o vento e a chuva. Reforçar a manutenção, remoção de grafites e instalar uma lixeira. Avaliar colocação de barreira física baixa entre passeio e estrada para maior segurança dos peões.",56.95164075993091,56.69257340241797,72.9706390328152,62.20495106505469,,,,,,,,
bus_41.191121_-8.605275,bus,41.191121,-8.605275,4,41.191121_-8.605275_071_street.png,1.0,"This image clearly shows a public transport stop shelter with a bench, signage, and a timetable, making it the most definitive depiction of the access point among the options.","Adicionar painéis laterais de vidro ou policarbonato ao abrigo para melhor proteção contra vento e chuva. Melhorar o banco, oferecendo assentos mais confortáveis e acessíveis para pessoas com mobilidade reduzida. Garantir que existe rebaixamento de lancil e espaço para cadeira de rodas junto ao abrigo. Instalar iluminação direta dentro ou sob o abrigo para aumentar a segurança durante a noite.",36.26943005181347,56.69257340241797,61.61485319516407,51.52561888313184,,,,,,,,
bus_41.191125_-8.701643,bus,41.191125,-8.701643,4,41.191125_-8.701643_266_street.png,0.4,"None of the images clearly show a public transport stop or access point. Image 2 is the best candidate as it shows a street view with a pole on the left sidewalk, which could potentially be a bus stop pole, but it is not clearly identifiable.","Instalar abrigo com proteção lateral e bancos para melhorar o conforto dos utilizadores. Implementar rampas ou rebaixamentos de passeio para facilitar o acesso a pessoas com mobilidade reduzida. Adicionar pavimento tátil para orientação de pessoas cegas. Assegurar boa visibilidade noturna, reforçando a iluminação na zona da paragem. Manter livres os acessos do passeio, evitando estacionamento abusivo junto à área de paragem.",56.95164075993091,56.69257340241797,47.75474956822107,53.79965457685665,,,,,,,,
bus_41.191175_-8.658509,bus,41.191175,-8.658509,4,41.191175_-8.658509_149_street.png,1.0,"Image 1 clearly shows a public transport stop shelter with a bench and information board, making it the most explicit depiction of the access point.",Melhorar o acesso com rampa e pavimento mais regular para utilizadores com mobilidade reduzida. Instalar iluminação dedicada debaixo do abrigo para maior segurança à noite. Considerar um banco maior ou mais confortável. Reforçar a limpeza e manutenção da área envolvente.,56.95164075993091,56.69257340241797,86.96027633851469,66.86816350028785,,,,,,,,
bus_41.191176_-8.692767,bus,41.191176,-8.692767,4,41.191176_-8.692767_231_street.png,0.98,"Image [2] clearly shows a bus stop shelter, a bus stop pole with signage, and related infrastructure, making it the most definitive depiction of the public transport stop/access point among the options.",Adicionar/renovar painéis laterais de proteção contra vento e chuva no abrigo. Melhorar a acessibilidade com rampas suaves e pavimento tátil. Instalar iluminação dedicada dentro ou sob o abrigo para maior segurança à noite. Avaliar a necessidade de barreira física baixa para maior proteção de peões junto à faixa de rodagem.,85.70811744386873,56.69257340241797,72.9706390328152,71.79044329303396,,,,,,,,
bus_41.191258_-8.629394,bus,41.191258,-8.629394,4,41.191258_-8.629394_289_street.png,0.98,"Image 3 clearly shows a bus shelter on the left side of the street, which is a definitive public transport stop/access point. The other images do not show any clear public transport stop infrastructure.","Melhorar a acessibilidade do passeio, alargando e nivelando o piso e instalando rampas e pavimento tátil. Instalar painéis laterais transparentes no abrigo para maior proteção contra vento e chuva, caso não existam. Colocar bancos confortáveis no abrigo. Reforçar ou instalar iluminação pública junto à paragem para maior segurança noturna. Sinalizar e criar uma passadeira segura nas proximidades para facilitar o acesso pedonal.",56.95164075993091,33.54922279792746,72.9706390328152,54.490500863557855,,,,,,,,
bus_41.191289_-8.677120,bus,41.191289,-8.67712,4,41.191289_-8.677120_162_street.png,0.7,"Image 1 shows a blue pole on the left side of the street, which is commonly used for bus stop signage. There are also people standing nearby, which is typical for a public transport stop. The other images do not show any clear public transport stop features.","Instalar um abrigo com cobertura e painéis laterais em vidro ou policarbonato marcado. Adicionar bancos para maior conforto. Alargar o passeio junto ao ponto de paragem e criar rampas de acesso com rebaixamento. Melhorar a iluminação diretamente sobre o ponto de paragem para maior segurança à noite. Implantar uma faixa de travessia de peões próxima à paragem e, se possível, barreiras de proteção entre passeio e faixa de rodagem.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.191358_-8.623510,bus,41.191358,-8.62351,4,41.191358_-8.623510_067_street.png,0.8,"Image 0 shows a bus stop pole/sign on the right side of the street, which is a clear indicator of a public transport stop. The other images do not show any clear public transport stop or access point.",Instalar abrigo com cobertura e painéis laterais (preferencialmente de vidro com marcações); adicionar bancos para espera confortável; garantir rebaixamento do passeio e pavimento tátil para acessibilidade; melhorar visibilidade à noite com iluminação dedicada no abrigo; reforçar sinalização para redução de velocidade junto ao ponto.,56.95164075993091,33.54922279792746,47.75474956822107,46.08520437535981,,,,,,,,
bus_41.191363_-8.605584,bus,41.191363,-8.605584,4,41.191363_-8.605584_255_street.png,1.0,"Image [2] clearly shows a bus stop pole with signage and a schedule, which is a definitive indicator of a public transport stop. The other images do not show any clear public transport stop or access point.",Instalar abrigo com painéis laterais e bancos para conforto dos passageiros. Implementar rebaixamento de passeio e/ou rampa para acessibilidade a pessoas com mobilidade reduzida. Sinalizar e criar passadeira próxima para segurança dos peões. Instalar iluminação pública adequada junto à paragem para maior segurança à noite.,15.67357512953368,14.248704663212436,7.901554404145078,12.607944732297064,,,,,,,,
bus_41.191401_-8.623614,bus,41.191401,-8.623614,4,41.191401_-8.623614_339_street.png,1.0,"Image 3 clearly shows a public transport stop pole with signage and a trash bin, which are typical features of a bus stop or similar access point. None of the other images show a public transport stop or access point.",Instalar um abrigo com cobertura e painéis laterais transparentes para proteção contra intempéries. Adicionar um banco ou assento acessível. Melhorar a acessibilidade através de rampa e espaço livre adequado para pessoas com mobilidade reduzida. Instalar sinalética tátil para invisuais. Priorizar a instalação de iluminação pública próxima da paragem para aumentar a segurança à noite.,36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.191426_-8.699582,bus,41.191426,-8.699582,4,41.191426_-8.699582_269_street.png,1.0,"Image [2] clearly shows a public transport stop shelter with a bench and a sign, making it the only image that directly depicts the access point.","Alargar o passeio e criar acesso rebaixado para melhorar acessibilidade a pessoas com mobilidade reduzida. Instalar ou reforçar iluminação dentro/abaixo do abrigo para maior conforto à noite. Garantir proteção física (ex.: grade ou pilaretes) entre abrigo e trânsito. Remover obstáculos e garantir espaço livre à frente do abrigo. Limpar regularmente, especialmente durante período de obras.",36.26943005181347,14.248704663212436,72.9706390328152,41.162924582613705,,,,,,,,
bus_41.191432_-8.648059,bus,41.191432,-8.648059,4,41.191432_-8.648059_205_street.png,0.5,"Image 2 shows a street view with a signpost on the left side of the road, which could potentially be a public transport stop sign. None of the images clearly show a bus stop shelter or platform, but this is the best available candidate.",Instalar abrigo com bancos e painéis laterais; criar rampa de acesso no passeio; melhorar a largura e regularidade do passeio; marcar uma passadeira próxima; reforçar iluminação junto à paragem.,15.67357512953368,14.248704663212436,7.901554404145078,12.607944732297064,,,,,,,,
bus_41.191536_-8.620457,bus,41.191536,-8.620457,4,41.191536_-8.620457_269_street.png,1.0,"Image [2] clearly shows a bus stop shelter with a bench and signage, making it the most definitive depiction of a public transport stop/access point among the options.",Instalar iluminação pública próxima do abrigo para maior segurança e visibilidade noturna. Implementar ou realçar pavimento tátil e rampas de acesso para melhorar acessibilidade a pessoas com mobilidade reduzida. Considerar aumento da proteção lateral contra vento e chuva forte. Reforçar limpeza regular dos vidros e manutenção do abrigo.,85.70811744386873,56.69257340241797,96.45941278065632,79.62003454231433,,,,,,,,
bus_41.191554_-8.638267,bus,41.191554,-8.638267,4,41.191554_-8.638267_332_street.png,1.0,"Image 3 clearly shows a public transport stop with a shelter, seating, and signage, making it the most definitive depiction of the access point among the options.",Melhorar a manutenção do abrigo (limpeza e reparação de painéis danificados). Instalar iluminação dedicada no interior do abrigo para maior segurança e visibilidade à noite. Considerar melhorar a proteção lateral contra vento/chuva fechando mais os painéis laterais. Avaliar possibilidade de instalar piso tátil e comunicar claramente as acessibilidades para pessoas com mobilidade reduzida.,85.70811744386873,91.79620034542314,86.96027633851469,88.15486470926885,,,,,,,,
bus_41.191606_-8.637884,bus,41.191606,-8.637884,4,41.191606_-8.637884_151_street.png,1.0,"Image [1] clearly shows a public transport stop with a shelter, benches, and a bus stop sign, making it the most definitive depiction of the access point.","Melhorar a acessibilidade com a instalação de rampas, cortes de passeio e piso tátil. Adicionar painéis laterais de proteção contra vento e chuva à cobertura do abrigo. Priorizar a manutenção e limpeza do pavimento e da área verde. Instalar iluminação pública próxima ao abrigo para maior segurança e visibilidade noturna. Substituir ou complementar os bancos existentes por assentos com encosto e espaço acessível para cadeiras de rodas.",40.0,60.0,50.0,50.0,"The sidewalk surface appears uneven and aged, which may pose difficulties for wheelchair users or those with limited mobility. No curb cuts, ramps, or tactile paving are clearly visible. The seating provided does not include priority or accessible seats.",Area appears residential with medium-density apartment buildings and basic local services. Sidewalk access is present but not evidently step-free.,"Pavement looks stained and aged; landscaping appears somewhat neglected, indicating a need for better maintenance.","No streetlight poles, lamps, or lighting fixtures are clearly visible near the bus stop in the image, making actual lighting impossible to determine from this view.","The stop is set back from traffic, with a broad paved area separating it from the road. However, no crosswalks, pedestrian buffers, or barriers are visible. Sidewalk width is adequate.",Visible residential buildings and a street-level shop (possibly a pharmacy or similar service) adjacent to the stop.,"Shelter lacks visible lateral wind/rain panels, which reduces effectiveness in poor weather. Benches are simple, backless, and may not be comfortable for long waits. No clear space for wheelchair users.","There is a roof for rain protection, but lateral panels are either absent or not clearly visible, which limits shelter from wind and blowing rain. Seating is basic metal benches without backs."
bus_41.191616_-8.653098,bus,41.191616,-8.653098,4,41.191616_-8.653098_051_street.png,1.0,"This image clearly shows a bus stop shelter with people waiting, signage, and a trash bin, making it the most explicit depiction of a public transport stop among the options.",Instalar painéis laterais transparentes no abrigo para maior proteção contra vento e chuva. Adicionar rampas rebaixadas e piso tátil para melhorar a acessibilidade a pessoas com mobilidade reduzida ou deficiência visual. Colocar iluminação dedicada dentro do abrigo ou garantir proximidade a um poste de luz pública para aumentar a segurança e visibilidade à noite. Sinalizar e/ou reforçar passadeiras próximas para maior segurança pedonal.,73.18652849740933,77.46113989637306,72.9706390328152,74.53943580886586,,,,,,,,
bus_41.191648_-8.692350,bus,41.191648,-8.69235,4,41.191648_-8.692350_322_street.png,1.0,"Image 3 clearly shows a public transport stop with a bus shelter, signage, and seating, making it the most definitive depiction of the access point.",Adicionar encosto ao banco para maior conforto; instalar iluminação dedicada no interior do abrigo para melhorar a visibilidade e segurança à noite; considerar a instalação de mais painéis laterais para melhor proteção contra o vento e chuva; criar rebaixamentos de lancil e sinalização tátil para maior acessibilidade; instalar barreira ou zona de proteção entre o passeio e a estrada para maior segurança dos peões.,85.70811744386873,77.46113989637306,86.96027633851469,83.37651122625216,,,,,,,,
bus_41.191718_-8.619925,bus,41.191718,-8.619925,4,41.191718_-8.619925_151_street.png,1.0,"Image 1 clearly shows a public transport stop with a shelter, bench, and signage, making it the most definitive depiction of the access point among the options.","Instalar ou reparar painéis laterais em vidro no abrigo para melhor proteção contra vento e chuva. Adicionar pavimento tátil e rampa no passeio para garantir acessibilidade total a pessoas com mobilidade reduzida. Implementar iluminação pública próxima ao abrigo, preferencialmente com foco específico no interior do mesmo. Sinalizar ou criar uma passadeira próxima para aumentar a segurança dos peões.",85.70811744386873,56.69257340241797,72.9706390328152,71.79044329303396,,,,,,,,
bus_41.191728_-8.630694,bus,41.191728,-8.630694,4,41.191728_-8.630694_020_street.png,0.98,"Image 0 clearly shows a public transport stop pole/sign on the left side of the image, making it the best depiction of the access point among the options.",Instalar um abrigo com painéis laterais de vidro/policarbonato para proteção contra intempéries. Adicionar bancos adequados. Melhorar a acessibilidade com rampa de acesso e pavimento tátil. Colocar um poste de iluminação pública próximo à paragem para aumentar a visibilidade e segurança noturna. Considerar a instalação de uma barreira/buffer entre os passageiros e a via.,15.67357512953368,14.248704663212436,29.10189982728843,19.67472654001152,,,,,,,,
bus_41.191729_-8.657650,bus,41.191729,-8.65765,4,41.191729_-8.657650_237_street.png,1.0,"Image 2 clearly shows a public transport stop with a bus shelter, signage, and people waiting, making it the most definitive depiction of the access point.",Adicionar pavimento tátil e rebaixamentos de passeio para melhor acessibilidade a pessoas com mobilidade reduzida. Instalar iluminação dedicada sob o abrigo para maior segurança à noite. Verificar se os painéis laterais do abrigo garantem proteção adequada do vento e reforçá-los se necessário. Considerar a instalação de uma barreira física baixa entre passeio e estrada para aumentar a segurança dos peões.,85.70811744386873,77.46113989637306,96.45941278065632,86.54289004029937,,,,,,,,
